t,s,i,i5,i15,x,zuse,va,zsales,y,e,ez,ey
2020,2,6,2,3,10263.322010357439,6708.578801369641,3554.7432089877916,8350.705773209453,1912.6162371479859,6028.158068121488,4142.301845850387,1885.8562222711018
2020,2,7,2,3,12558.109253391754,7772.448489838341,4785.660763553416,10920.327821513827,1637.7814318779128,6745.642933005861,5897.564355705542,848.0785773003187
2020,2,8,3,4,3939.5503857197996,3130.807958776878,808.7424269429206,2078.168874805662,1861.3815109141376,2219.8944350304155,1167.4401550235486,1052.4542800068668
2020,2,9,3,4,20307.228048694113,13518.161012092312,6789.067036601803,14859.978680830194,5447.24936786393,2850.8318747060357,1548.414978655337,1302.4168960506986
2020,2,10,2,3,7185.21632061916,4219.774326549126,2965.4419940700327,6105.469828517344,1079.7464921018222,1510.499729578577,1181.9058717072596,328.5938578713175
2020,2,11,3,3,7506.402012093577,4464.8200577504695,3041.5819543431253,6664.083572331078,842.3184397624916,4408.795916714414,3735.1830892012836,673.6128275131298
2020,2,12,3,4,35092.62072447248,23546.898301472636,11545.722422999914,31106.870244344555,3985.750480127947,14358.914121909565,12815.858094717527,1543.0560271920388
2020,2,13,3,4,33348.029596599,21229.835599799124,12118.193996799815,12609.90492217056,20738.12467442845,9569.298110507858,5129.908320358245,4439.389790149612
2020,2,14,3,4,24384.41312795115,14764.362812400997,9620.050315550128,13973.021373623775,10411.391754327373,2635.7532101979814,1521.6633432025117,1114.0898669954697
2020,2,15,3,4,23613.201965491975,17007.317431052754,6605.884534439212,10374.762410320187,13238.43955517176,2102.7631798862712,923.2908711712544,1179.4723087150167
2020,2,16,2,3,9104.106653752231,6204.7685253378895,2899.338128414365,3254.752654444075,5849.353999308151,2512.572116764431,900.516201849364,1612.055914915067
2020,2,17,2,5,37779.29563018415,28883.675935368257,8895.619694815856,31349.9381707063,6429.357459477842,33521.37465393265,27953.797521113138,5567.577132819515
2020,2,18,2,6,69399.1817303365,41490.99147411252,27908.190256224007,30055.846905068982,39343.33482526763,67530.2657730561,28487.618046085532,39042.647726970565
2020,2,19,4,7,11009.861725676352,6066.277745902034,4943.583979774332,4616.802313806206,6393.05941187015,9736.029198867573,3953.9204063063667,5782.1087925612055
2020,2,20,4,7,41946.9426822593,17885.14581100838,24061.796871250895,26647.575020076383,15299.36766218301,26466.700696291584,17507.39265581494,8959.308040476642
2020,2,21,4,7,28025.27909574577,11807.553443784895,16217.725651960885,3713.5826253677355,24311.696470378054,27081.802112467878,3237.1003937811247,23844.701718686752
2020,2,22,4,8,25191.603484156592,9925.702952427704,15265.900531728876,4817.4287524542215,20374.174731702344,22371.259236820555,3569.651414225618,18801.60782259494
2020,2,23,4,9,18925.855448163697,8207.29966089949,10718.555787264206,11350.20107327786,7575.654374885854,10072.53930143522,5530.396842970874,4542.142458464345
2020,2,24,4,9,84.2941110626312,66.4170748665159,17.877036196115196,66.1931544978463,18.10095656478493,10.088518437723266,5.501853322593815,4.58666511512945
2020,2,25,4,9,2356.0089822342734,2196.6705633360866,159.3384188981892,1538.8594536131914,817.1495286210835,1614.587907637821,1055.4699338487885,559.1179737890325
2020,2,26,4,9,14755.238684829117,6425.949911808465,8329.288773020648,10539.506020266244,4215.732664562868,10554.302061734234,7473.497343326265,3080.804718407969
2020,2,27,4,10,11076.794448010636,5919.941904298258,5156.852543712366,7629.320098528622,3447.4743494820227,8912.054285464097,6235.149875104946,2676.904410359151
2020,2,28,4,11,33051.515352264825,15272.37428966484,17779.141062599985,24911.508450460784,8140.006901804044,28068.97943451856,21354.853501955182,6714.125932563378
2020,2,29,4,12,61703.51773717142,19587.280696887872,42116.23704028361,24683.039614786285,37020.478122385175,61358.89050790736,24484.9603795487,36873.93012835866
2020,2,30,4,12,86874.10480339368,38490.48179130936,48383.62301208424,64024.07663701247,22850.02816638122,67546.62366410856,49159.97072719054,18386.65293691801
2020,2,31,5,13,31969.51248763573,9868.650887296166,22100.86160033955,2156.3213578720747,29813.191129763632,31564.224168552162,1882.2976945817566,29681.926473970405
2020,2,32,5,14,26687.195747373516,4199.768102686787,22487.427644686726,1433.3409888476533,25253.854758525857,25884.874471462997,1068.103632921203,24816.770838541794
2020,2,33,5,14,44226.081831535135,13911.82206750395,30314.259764031158,1380.6448044576955,42845.43702707745,43897.883803570774,1223.0619197098574,42674.82188386092
2020,2,34,5,15,26645.619790155633,9204.422123095155,17441.19766706045,12020.708164538617,14624.911625617022,24597.903310795766,10722.405202843951,13875.498107951817
2020,2,35,5,15,172.12903166854366,0.0,172.12903166854366,2.677940286902399,169.45109138164136,167.9156485232908,0.0,167.9156485232908
2020,3,1,1,1,12787.11387891031,8442.697132002062,4344.416746908254,8902.254123558996,3884.859755351306,3267.5041333907034,2676.177819483149,591.3263139075542
2020,3,2,1,2,840.5421165758632,537.7038004935803,302.8383160822827,803.4136475236256,37.12846905223762,60.603608747230616,52.663482953543664,7.940125793686951
2020,3,3,2,3,50697.744931049856,40673.38334572071,10024.361585328994,22420.62120450836,28277.123726541537,16843.213438160208,14781.688127329431,2061.525310830777
2020,3,4,2,3,4165.957949639008,2849.3928414657016,1316.5651081733079,1631.7507380237282,2534.2072116152794,251.04261126867138,104.30939565720345,146.73321561146793
2020,3,5,2,3,173.35928787066086,119.80498643079147,53.55430143986952,14.569463768458334,158.78982410220266,13.077145717311197,6.86843856231042,6.208707155000777
2020,3,6,2,3,4162.847938676983,3007.0170245039117,1155.8309141730651,3725.4555821571016,437.3923565198804,1993.3555642421538,1658.264571153475,335.0909930886789
2020,3,7,2,3,10169.200397198298,6748.749603193185,3420.450794005124,7327.509832349238,2841.6905648490597,3439.25643098615,2924.0389571116816,515.2174738744683
2020,3,8,3,4,18925.96108606979,17710.586828929754,1215.374257140024,13057.96287644265,5867.9982096271415,1724.7019631150433,1173.0660631170945,551.635899997949
2020,3,9,3,4,62615.76179066058,39468.13590084014,23147.625889820407,44075.62192464635,18540.139866014248,5894.491812625252,3286.950967601545,2607.540845023707
2020,3,10,2,3,9259.555416030995,6335.433979957402,2924.1214360735908,7801.41626683052,1458.139149200482,230.20368805422,120.29919479100268,109.90449326321733
2020,3,11,3,3,8833.74470661466,5807.035391694283,3026.709314920379,8070.756353947555,762.9883526671035,4511.053974689164,3989.7641504224744,521.2898242666896
2020,3,12,3,4,36870.204616497525,29658.78006148005,7211.424555017503,32389.471928540024,4480.7326879574675,7488.095487551554,6420.792177787913,1067.3033097636408
2020,3,13,3,4,16795.194244824652,11015.854263608779,5779.339981215889,7343.647660853562,9451.546583971094,3152.012667323022,2671.453583421702,480.55908390131987
2020,3,14,3,4,7980.981091673037,5102.596312599613,2878.3847790734367,4257.105858417372,3723.8752332556664,708.3392134013574,473.3590911733808,234.98012222797658
2020,3,15,3,4,16509.416778365532,13305.057220350542,3204.3595580150027,2947.0980919344374,13562.318686431088,937.6529070116757,524.8575586417148,412.79534836996083
2020,3,16,2,3,4731.775820544678,3030.5692588723987,1701.2065616722819,2617.87075881164,2113.905061733038,372.7520564397647,210.86202826536072,161.89002817440397
2020,3,17,2,5,19533.038317976374,10434.708382348124,9098.32993562825,12444.154163191424,7088.884154784942,10331.357931444258,4649.889624957637,5681.468306486619
2020,3,18,2,6,94238.14638459003,68536.80271246022,25701.34367212985,54598.68482106868,39639.461563521276,84339.74041062576,46429.81677106716,37909.9236395586
2020,3,19,4,7,15912.16243299588,8539.840025434984,7372.322407560919,7589.222560884332,8322.939872111567,9245.774027928503,3967.6465332988773,5278.127494629624
2020,3,20,4,7,55067.901463501155,29027.977027680525,26039.924435820587,28448.588790258025,26619.312673243137,30948.212059068686,14462.292237504149,16485.919821564537
2020,3,21,4,7,31820.327179610424,12882.558189223691,18937.768990386743,14493.837951144611,17326.48922846581,20597.553555446117,8794.66174896039,11802.891806485724
2020,3,22,4,8,14655.061395486171,8693.179681536296,5961.881713949894,4919.351492865839,9735.709902620316,12862.69218810798,4067.086335204592,8795.605852903387
2020,3,23,4,9,23918.157619454905,14054.05919334336,9864.098426111543,18107.743834950037,5810.413784504852,15963.954091025822,13034.212229640216,2929.7418613856053
2020,3,24,4,9,2379.537153774285,1629.0123876573582,750.5247661169285,1860.3279491070582,519.2092046672282,61.144805685598385,51.60206993712615,9.542735748472232
2020,3,25,4,9,2929.504580233421,2804.147734510456,125.35684572296192,1996.5701628374893,932.9344173959302,280.3619257119739,251.20737761219905,29.154548099774868
2020,3,26,4,9,33147.78749743142,19956.251705247276,13191.535792184173,24629.431595693462,8518.355901737928,17566.13877273148,13133.535472545258,4432.6033001862215
2020,3,27,4,10,18079.82220856006,9285.80210995555,8794.02009860451,13053.021817711488,5026.800390848576,12779.850343412474,9646.54313150946,3133.307211903015
2020,3,28,4,11,62830.15200031038,30481.995536460163,32348.15646385028,44707.39079199048,18122.76120831989,47737.967817620796,33888.21538264635,13849.752434974449
2020,3,29,4,12,60940.04587922091,14490.273179298973,46449.77269992194,19122.995027498855,41817.05085172208,60839.05351116379,19063.523728820543,41775.52978234324
2020,3,30,4,12,171254.7167168847,83965.55344362688,87289.16327325764,139616.6400119421,31638.076704942756,93085.27029989568,81982.47789713694,11102.792402758749
2020,3,31,5,13,49468.39925898762,11386.439567983885,38081.9596910037,5791.588063284006,43676.811195703616,44462.130762515524,1811.998109148566,42650.132653366956
2020,3,32,5,14,40319.40842630292,4876.354021905507,35443.05440439744,3800.1027851668,36519.305641136154,38661.9219593032,3150.031813994603,35511.8901453086
2020,3,33,5,14,59150.33879610811,24727.414178726172,34422.92461738193,7118.741096760734,52031.59769934727,58934.46937232934,6995.966547906681,51938.502824422656
2020,3,34,5,15,32663.839006069575,19182.21373374246,13481.62527232709,16177.283602780035,16486.555403289534,26987.855559661093,12437.184058864037,14550.671500797056
2020,3,35,5,15,521.9836217898758,0.0,521.9836217898758,7.649477428138583,514.3341443617373,513.2299610209254,1.640284985493218,511.5896760354322
2020,4,1,1,1,5314.171458702415,2730.54060933562,2583.630849366798,4099.03361704317,1215.137841659248,2778.6691345773806,1736.2358844913635,1042.4332500860169
2020,4,2,1,2,1824.2939023937479,752.0355049433931,1072.258397450354,1598.8640987464007,225.42980364734655,418.8801112377203,381.18249867999793,37.6976125577224
2020,4,3,2,3,6828.8521964792435,4806.692108910866,2022.1600875683716,2107.012903573187,4721.839292906056,4531.730409563492,1150.9694378258407,3380.7609717376513
2020,4,4,2,3,1872.796925153304,1084.5946281342115,788.2022970190905,739.2662923631378,1133.5306327901671,785.4149980210202,491.98421852472615,293.430779496294
2020,4,5,2,3,242.69882081503226,148.0456127661821,94.65320804885057,111.37993378305782,131.31888703197433,23.143190709896288,8.85009827875528,14.29309243114101
2020,4,6,2,3,573.9554543924119,406.4579616412502,167.49749275115988,463.11588913975817,110.83956525265428,279.0629592106769,176.95888594691704,102.10407326375989
2020,4,7,2,3,1372.9834821599013,872.5401747450693,500.44330741483054,1007.4460488669382,365.53743329296327,987.7424007158088,693.0558744200937,294.6865262957151
2020,4,8,3,4,2036.5484674482161,2049.5698656742793,-13.02139822606216,1264.8910816212467,771.6573858269691,1017.1256377440274,635.3268291299748,381.7988086140525
2020,4,9,3,4,2530.4496335109975,1665.2766941578927,865.1729393531097,1555.4824024568777,974.9672310541214,1099.329151319359,548.8420944198856,550.4870568994733
2020,4,10,2,3,2101.687255186588,1458.4436713597656,643.2435838268214,1771.6488133140517,330.03844187253713,1004.6987061969581,818.565772959229,186.13293323772916
2020,4,11,3,3,2598.3850776102317,1969.2611112568409,629.1239663533942,1938.6851051198598,659.6999724903718,1185.0648847834245,895.3417691356065,289.72311564781813
2020,4,12,3,4,8267.90668516447,6755.857601689599,1512.049083474873,7567.956916009012,699.9497691554575,2354.633390431307,1977.9283718973584,376.70501853394836
2020,4,13,3,4,2669.525023789618,1629.7860360814507,1039.7389877081705,992.8004506171488,1676.7245731724665,347.285972019401,208.97231930346598,138.31365271593506
2020,4,14,3,4,2870.7677544231974,2077.126449964506,793.6413044586911,1912.2091217589366,958.5586326642635,880.891856273644,455.4430523514352,425.44880392220875
2020,4,15,3,4,2277.235705504762,1706.2643761474235,570.9713293573396,731.8721204434606,1545.3635850613007,671.0326670711697,186.48549565189293,484.5471714192768
2020,4,16,2,3,1218.0021088288868,726.9466245431229,491.0554842857645,277.69289076447285,940.3092180644155,492.18675188698614,81.33706132742817,410.849690559558
2020,4,17,2,5,4612.38550314901,2548.328337596845,2064.0571655521703,3331.506739080555,1280.8787640684563,3971.7915616621385,2806.881055169163,1164.9105064929752
2020,4,18,2,6,13688.991985995612,10483.892684407016,3205.0993015885733,7047.918614111974,6641.073371883636,13281.375242509643,6713.250034814431,6568.125207695212
2020,4,19,4,7,1106.7767548105014,537.4158254339463,569.3609293765558,428.9159108773031,677.8608439331974,884.3378203077871,312.0744584012066,572.2633619065805
2020,4,20,4,7,9308.787224472198,4059.7159747770675,5249.0712496951355,6924.32109888511,2384.4661255870665,6696.179467228313,5383.330218358515,1312.8492488697984
2020,4,21,4,7,5771.599564725644,2284.5146938176326,3487.0848709080096,4100.123794560792,1671.4757701648505,3827.4881776031434,3105.8206924803326,721.6674851228107
2020,4,22,4,8,2118.0593476324584,1021.2229144337556,1096.8364331987038,71.86428557709813,2046.195062055359,2051.5976337658017,46.60242384426093,2004.995209921541
2020,4,23,4,9,6019.161916335974,3621.5467889252454,2397.615127410728,3896.9427810387624,2122.2191352972163,4260.279300731079,2697.4666686330847,1562.8126320979948
2020,4,24,4,9,92.23139623420852,63.97602606810004,28.255370166108513,81.74604795177899,10.485348282429673,74.49250819495508,67.96895506270387,6.523553132251214
2020,4,25,4,9,235.38524370575027,196.40596371654553,38.97927998920463,126.8471528691421,108.53809083660806,76.08853293510523,17.09959241613891,58.98894051896633
2020,4,26,4,9,3095.2576910564303,2175.0544172749114,920.203273781517,2202.4801526759925,892.7775383804404,2202.070035179437,1504.0855541155515,697.9844810638857
2020,4,27,4,10,2843.0342455113314,1306.5089034754444,1536.5253420358874,1331.5371861818792,1511.4970593294515,2561.8208074326653,1143.1660841043145,1418.6547233283509
2020,4,28,4,11,5633.689447930716,1889.6677742913926,3744.021673639323,4883.366775050059,750.3226728806525,5111.793241184583,4495.754902359688,616.0383388248952
2020,4,29,4,12,7640.639968893158,1655.488380885068,5985.151588008093,2708.7655069423063,4931.874461950851,7582.53395379719,2675.0918960584495,4907.442057738741
2020,4,30,4,12,13315.172252427265,5511.618350075005,7803.553902352266,9473.449093796691,3841.7231586305697,9983.265412801276,6976.300767164439,3006.9646456368378
2020,4,31,5,13,6050.624300395653,1626.8752660984658,4423.749034297188,138.42633532586237,5912.1979650698,6006.35296062209,112.68832431470874,5893.664636307381
2020,4,32,5,14,3222.738610172315,464.68078795847646,2758.057822213839,441.58581036735166,2781.152799804968,3068.6466592640745,367.302095318167,2701.3445639459073
2020,4,33,5,14,4842.002643110485,1741.073951619886,3100.928691490599,937.872559108823,3904.1300840016706,4779.328775320155,907.5863990643293,3871.7423762558255
2020,4,34,5,15,3948.1796174446654,2002.7521252231238,1945.4274922215448,1783.2529435158444,2164.926673928819,3449.933895117519,1484.6077492737386,1965.3261458437805
2020,4,35,5,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,5,1,1,1,151653.48958285595,61036.32645678406,90617.16312607183,120779.6192825251,30873.870300330993,113363.2355550469,83827.18407268483,29536.051482362065
2020,5,2,1,2,97907.61589136085,53397.26152978199,44510.35436157887,92627.95143167241,5279.664459688418,54095.631442874204,48827.57878985953,5268.052653014671
2020,5,3,2,3,187717.70178386584,149433.6961250196,38284.005658845526,62086.05578780592,125631.64599605999,135585.301691257,36436.094247280605,99149.2074439764
2020,5,4,2,3,25629.17731853083,14044.976713233522,11584.20060529733,6265.033142274266,19364.14417625661,23553.675214342016,4959.133473912838,18594.54174042918
2020,5,5,2,3,9582.430716201612,5847.338509361286,3735.0922068403233,2719.024909968329,6863.405806233279,7769.9439030755275,1177.4159675875826,6592.527935487945
2020,5,6,2,3,6505.271877837005,3695.4234359508414,2809.848441886167,5735.106397866034,770.1654799709755,4807.1283487912515,4050.639609824847,756.4887389664043
2020,5,7,2,3,39300.43069467686,23009.289795736142,16291.140898940776,30980.097061832028,8320.333632844846,32336.421367874063,24125.328343501085,8211.093024372978
2020,5,8,3,4,94273.48349792593,72650.14846091485,21623.33503701115,55179.926159170405,39093.5573387555,85338.3426791871,49278.064443820935,36060.278235366175
2020,5,9,3,4,85278.53593640351,59317.96865561885,25960.567280784737,48578.17726586665,36700.35867053682,75263.62564570096,40302.80112119797,34960.82452450298
2020,5,10,2,3,25066.231204193755,16807.189775414492,8259.0414287793,21040.313766040956,4025.917438152817,22619.463185822056,18761.119654424623,3858.343531397433
2020,5,11,3,3,19692.701883953792,12646.395977892193,7046.305906061603,19174.50840654227,518.1934774115105,17729.36234225219,17246.326192891225,483.0361493609633
2020,5,12,3,4,63393.00929185431,40795.928201421266,22597.081090433014,54852.16575116675,8540.843540687523,48662.65063972613,41084.56675597731,7578.083883748828
2020,5,13,3,4,30733.11133332421,19856.182513469088,10876.92881985509,9027.801897023963,21705.309436300224,25122.66645369853,7317.864520376445,17804.801933322084
2020,5,14,3,4,37693.2152375422,25023.111243294967,12670.103994247276,11553.930772653835,26139.28446488841,34503.16957892144,10059.04774490028,24444.121834021164
2020,5,15,3,4,58451.21524395917,43794.9321415983,14656.283102360776,11181.635027023009,47269.58021693614,46235.24878915084,7855.314586044052,38379.93420310679
2020,5,16,2,3,22589.18727894649,15073.080708528658,7516.106570417856,9364.447485251183,13224.739793695324,15893.169818650087,7975.950200836961,7917.219617813127
2020,5,17,2,5,94100.44190640231,47969.37686566519,46131.06504073699,59793.06138691863,34307.38051948365,94064.86850521824,59759.42962115525,34305.43888406299
2020,5,18,2,6,106479.89798605833,49686.73974899623,56793.15823706212,17208.824018497246,89271.07396756114,105810.64012157008,16736.40216023846,89074.23796133162
2020,5,19,4,7,22564.220770300948,9738.560849067353,12825.659921233608,9359.06286049671,13205.157909804273,22538.18721953821,9352.979697874542,13185.207521663668
2020,5,20,4,7,100268.29220957457,34740.73728022262,65527.55492935198,44454.95025472005,55813.3419548545,98676.89670007516,43607.96229636447,55068.93440371069
2020,5,21,4,7,135235.99612925615,46641.27675877987,88594.7193704763,59212.17669140463,76023.81943785153,133054.33088576377,58265.3689822309,74788.96190353287
2020,5,22,4,8,50828.276324334045,22962.469002650807,27865.80732168328,8750.982176513477,42077.294147820554,48768.91875746331,7656.334849981624,41112.58390748168
2020,5,23,4,9,74524.70753405614,37789.38516792834,36735.32236612775,45574.80085007729,28949.906683978843,74228.30801936977,45379.99331415669,28848.31470521308
2020,5,24,4,9,4430.471386903812,2343.6092796287558,2086.8621072750657,3796.9860486829125,633.485338220886,3768.2084007268886,3249.8761331690366,518.3322675578521
2020,5,25,4,9,4367.56593334185,2734.233333843188,1633.332599498666,3439.764026732036,927.8019066098086,3831.3704648286257,3020.2972822816646,811.0731825469612
2020,5,26,4,9,29238.918610296416,11485.261757526587,17753.656852769804,22628.33484892625,6610.583761370164,27460.00763341673,21185.84148307843,6274.1661503383
2020,5,27,4,10,62447.229386726045,41191.93318780608,21255.296198919954,22500.819376054023,39946.41001067197,62156.41102164559,22301.21086300387,39855.20015864172
2020,5,28,4,11,130912.22247620099,39465.46648876547,91446.75598743546,63935.6190987753,66976.60337742553,128367.17987762706,61888.83387129565,66478.34600633141
2020,5,29,4,12,138817.4177982361,10523.682718693659,128293.73507954244,22238.323583482605,116579.09421475351,137456.43058446355,21384.08433371348,116072.34625075007
2020,5,30,4,12,262467.02649409254,93768.36699844044,168698.65949565242,200837.43889919095,61629.5875949014,248639.57184137029,190256.6831611592,58382.88868021109
2020,5,31,5,13,148913.13369180748,34991.792421136815,113921.34127067092,2766.2947014180895,146146.83899038934,148166.57963185076,2235.374932020479,145931.2046998303
2020,5,32,5,14,79545.24521291412,14303.324532052635,65241.92068086151,3562.82433959331,75982.42087332062,78893.01120448165,3229.1335942152095,75663.87761026644
2020,5,33,5,14,64303.371545169066,15419.132659295448,48884.23888587362,640.9941848130517,63662.377360355975,64240.08518204366,604.7062384637745,63635.37894357988
2020,5,34,5,15,75348.43900447412,32866.50763511517,42481.93136935893,26886.039036639177,48462.39996783504,74389.94070420376,26337.1342730458,48052.80643115796
2020,5,35,5,15,12501.02626245344,0.0,12501.02626245344,1.3227943792733003,12499.703468074169,12498.64508678915,0.0,12498.64508678915
2020,6,1,1,1,74675.70775065578,44771.649183607995,29904.05856704764,56174.52775328559,18501.17999737029,52039.67971624299,39625.4642725986,12414.215443644387
2020,6,2,1,2,115283.17036689524,33831.66092529043,81451.50944160474,110333.27135841855,4949.89900847664,50158.23489217036,46900.662358916394,3257.5725332539687
2020,6,3,2,3,99707.91526535421,72258.71212267604,27449.203142678332,36317.73002873125,63390.18523662292,69319.84034702388,29094.396365807443,40225.44398121644
2020,6,4,2,3,4131.743182916658,2602.5691847895423,1529.1739981271176,1704.5495440634213,2427.1936388532345,881.3344480077793,733.4601710981792,147.87427690960013
2020,6,5,2,3,427.2478451975686,309.6331414760885,117.61470372147991,178.4274954995391,248.82034969802933,122.30929501572872,90.64561556098292,31.6636794547458
2020,6,6,2,3,27315.680577404928,19117.585307543435,8198.095269861478,25972.382479759337,1343.298097645585,14677.678968917058,13363.873555171695,1313.8054137453641
2020,6,7,2,3,31447.427927847544,18645.39410886335,12802.033818984195,26095.836056717682,5351.591871129856,17918.392414316637,13741.24497411461,4177.147440202027
2020,6,8,3,4,37408.46738709382,28738.61167788812,8669.855709205602,26062.508454604675,11345.958932489155,26902.50555027154,18593.691590338916,8308.813959932624
