t,s,agg,i,Exports,va,GVC_trade_f,GVC_trade_b,GVC_trade,GVC_prod,GVCP_trade_f,GVCP_trade_b,GVCP_trade,GVCP_prod
2017,36,0,0,79096.49285237268,198432.41197764073,18776.97752676548,21719.487293642815,40496.46482040829,38556.95970245762,0.23739330088644026,0.2745948209635604,0.5119881218500006,0.1943077711861014
2017,37,0,0,411264.10649782454,1480461.8881484002,160340.2414391674,33651.211256490824,193991.45269565823,346124.0964128554,0.3898717123761822,0.08182384682935813,0.4716955592055403,0.23379466853128486
2017,38,0,0,93671.43460088724,88065.67218621973,13060.704302866907,52024.83517411654,65085.539476983446,25337.608006452065,0.13943102674273763,0.555397015064225,0.6948280418069627,0.2877126509961145
2017,39,0,0,40158.44440476333,43934.367139930975,7985.704454389075,15980.65961186337,23966.364066252445,15956.132702124223,0.1988549251036692,0.39794020532249125,0.5967951304261605,0.3631811208593021
2017,40,0,0,242876.80434615453,492455.4179876005,48630.74064928888,85357.93669852137,133988.67734781024,100607.05454854779,0.20022801592851594,0.3514454042999798,0.5516734202284957,0.20429677667000706
2017,41,0,0,211218.3824296422,781415.2933536865,37731.40855921233,62390.19975899131,100121.60831820364,78034.65886774567,0.17863695444112604,0.29538243329637165,0.4740193877374977,0.09986323473762038
2017,42,0,0,373057.7270112143,562057.9537178621,73367.9807442362,150224.47778253467,223592.45852677088,164348.9911831313,0.1966665623897685,0.40268426815890307,0.5993508305486716,0.2924057743440991
2017,43,0,0,2383758.000000006,19479620.999999996,637276.7997225256,267136.6266097848,904413.4263323104,1391686.4454229895,0.26734123166970974,0.112065329873999,0.3794065615437088,0.07144319930161833
2017,44,0,0,36933.71202604939,237881.0505388688,2965.9385826547486,5744.446764924859,8710.385347579608,6929.490144907744,0.0803043728873737,0.1555339674732205,0.2358383403605942,0.029130063656648827
2017,45,0,0,223436.74418604668,311585.55511388823,41667.043700941984,79346.18525958352,121013.2289605255,101731.12826786656,0.18648250471394057,0.35511699541018726,0.5415995001241278,0.3264950078660823
2017,46,0,0,74536.9614962421,313617.52642310166,15694.294439702513,16629.364784316575,32323.659224019088,38399.29213496401,0.21055720711789097,0.223102262964596,0.433659470082487,0.12243987947012723
2017,47,0,0,238855.9287815634,442142.54027217557,36909.66234921705,69843.36763182697,106753.02998104402,96724.84810504274,0.15452688378931292,0.2924079297010022,0.4469348134903151,0.21876394894167056
2017,48,0,0,227345.66033948713,211884.51874777803,20572.274393171487,108899.71661867399,129471.99101184547,52419.95133993975,0.09048896892270407,0.4790050377740131,0.5694940066967171,0.24739868514102784
2017,49,0,0,54183.813088149196,150582.6095345332,19765.963056407305,6066.491977167074,25832.455033574377,43925.302533899645,0.36479461170905325,0.11196133367907815,0.4767559453881314,0.2917023597192093
2017,50,0,0,5969.770509221019,10962.753729480011,1215.5719703050006,1371.2938437129792,2586.8658140179796,4349.1783565452,0.2036212226964848,0.2297062913213922,0.43332751401787695,0.3967231649881723
2017,51,0,0,19088.56510886375,82253.9196713498,2700.098687346342,4182.420067312062,6882.518754658404,6802.882946645677,0.14145110813450062,0.2191060482262211,0.3605571563607217,0.08270588166286764
2017,52,0,0,24995.7133231841,293800.1836560788,3531.966884970045,2213.390970345674,5745.357855315719,9103.785077259887,0.14130290419413893,0.08855082236411724,0.22985372655825617,0.03098631513422312
2017,53,0,0,2170.5902395677795,4428.059063193563,305.11344547248484,554.3527782270733,859.4662236995581,867.9010824316485,0.1405670402043459,0.25539264303402526,0.39595968323837116,0.19600034011418743
2017,54,0,0,5653.454131531726,15723.632061327033,1373.251917442141,745.6809627425898,2118.9328801847305,3685.2257630269846,0.24290493660909515,0.13189829534188824,0.37480323195098336,0.23437496811509345
2017,55,0,0,6012.3333511912215,12128.16653185529,2130.6683271933507,814.4178944274613,2945.086221620812,4903.631581588658,0.35438293300407275,0.13545787414899424,0.489840807153067,0.40431763273607785
2017,56,0,0,735.4501042258617,2453.261839376325,154.75574147698742,118.99394737176965,273.74968884875705,490.5642569555895,0.2104231688700134,0.16179744443305677,0.3722206133030701,0.19996408417631525
2017,57,0,0,2308.4645516732976,6361.077285543943,453.89920184301417,569.1971306760882,1023.0963325191024,1068.5697550317484,0.19662385610989952,0.24656957814816952,0.443193434258069,0.16798565825637093
2017,58,0,0,9580.147042300065,21074.279573442484,1130.2340175081195,2646.961304832454,3777.1953223405735,2378.6523807251115,0.1179766878856554,0.2762965216655959,0.3942732095512513,0.11286992622621636
2017,59,0,0,3437.584210670003,4754.362031372906,573.8541516574542,963.3259595818946,1537.1801112393487,1351.9986359872448,0.16693530005061522,0.28023341409115254,0.4471687141417677,0.2843701483113248
2017,60,0,0,2300.143813531066,27616.498557204548,270.6767508085017,584.3372857150712,855.0140365235729,888.4694552177218,0.11767818569264688,0.25404380468629295,0.3717219903789399,0.032171690896199416
2017,61,0,0,402238.2837590799,323764.8492371962,53583.54349033835,191823.16006051144,245406.70355084978,145501.58045988603,0.13321343505540648,0.4768893658451558,0.6101028009005622,0.44940511856890564
2017,62,0,0,195335.4693655786,338152.7331165311,28778.12619736912,51537.69832187622,80315.82451924533,80853.40866876583,0.1473266800486175,0.2638419867587961,0.4111686668074136,0.239103223929593
2017,63,0,0,72860.55823241816,589855.3349520027,13426.23138520263,8317.879641105606,21744.111026308237,41197.29210733892,0.18427296895494877,0.1141616238318182,0.298434592786767,0.06984304399093245
2017,64,0,0,44328.828019909764,295914.3843623044,9403.944301005293,5896.2696128408,15300.213913846092,29583.42208042832,0.21214060287769448,0.1330120798635272,0.34515268274122163,0.09997290988128409
2017,65,0,0,19941.49700000003,99561.54732281105,2270.04360694901,2655.5801743034767,4925.623781252487,7866.314390466479,0.11383516528117257,0.1331685466895225,0.24700371197069507,0.07900956345085035
2017,66,0,0,4247.4608639619555,10770.18226911943,919.5528018436878,1021.0378253745689,1940.5906272182567,2130.8258690225452,0.21649470855534744,0.240387812407567,0.45688252096291443,0.1978449218201357
2017,67,0,0,7070.84547072924,14855.329977482777,1539.1288832368148,1806.6071262807777,3345.7360095175927,3797.628937241589,0.2176725385398755,0.2555008639008563,0.4731734024407318,0.25564083349194605
2017,68,0,0,38364.58543567694,231875.6514341094,8009.155622094791,6180.18271910762,14189.338341202412,19638.47944983158,0.20876429475624464,0.16109082501280966,0.36985511976905433,0.08469401305558
2017,69,0,0,58353.72014610633,123930.23716689354,24515.654404056815,4760.391126468412,29276.045530525225,42951.297843209606,0.42012153368584554,0.08157819440730293,0.5016997280931484,0.3465764193234637
2017,70,0,0,227937.9792361831,712281.2836937233,80558.96679216994,12161.015196204193,92719.98198837414,198114.56518445504,0.3534249406883481,0.05335229888830102,0.4067772395766492,0.2781409110696823
2017,71,0,0,235234.85364193318,367537.00482749945,57386.282450496095,42753.37199497977,100139.65444547587,125669.68009312182,0.2439531453865575,0.18174760811617463,0.4257007535027321,0.34192388369738136
2017,72,0,0,55682.58619467355,188523.18568808286,5901.627029097951,8951.734661607836,14853.361690705788,19281.969083976226,0.1059869419222932,0.16076362958989385,0.26675057151218706,0.10227903275451121
2017,73,0,0,3098546.8744984837,5737864.466716721,581958.0864800662,1094300.838116066,1676258.9245961322,1589771.7643396882,0.18781645398676086,0.35316581689382526,0.5409822708805861,0.27706680308699866
2018,1,0,0,351767.57865181484,1377000.2747853366,86255.60935505896,42778.80729109191,129034.41664615087,265412.4575023041,0.2452062514846945,0.12161100080640193,0.36681725229109646,0.1927468442543919
2018,2,0,0,253446.66678123147,418527.6347728879,51574.50049520633,90957.26128766226,142531.7617828686,101530.9036057653,0.2034925183676773,0.35888126856359165,0.5623737869312689,0.24259068020887217
2018,3,0,0,451227.1295965486,498624.6037768144,75782.65448704406,207894.6368549341,283677.2913419781,158734.5928966164,0.16794791251758925,0.46073168747813753,0.6286795999957268,0.3183448865023644
2018,4,0,0,43590.747567200466,60711.53790330772,8484.607196972927,17161.111134162446,25645.718331135373,18055.679051230447,0.19464238790337027,0.39368701139402335,0.5883293992973936,0.2974011147598804
2018,5,0,0,280543.2385501558,1793197.1109015152,56286.7040947487,40941.52151639806,97228.22561114676,179161.6393789798,0.2006346842848102,0.1459365826386812,0.3465712669234914,0.09991184922716485
2018,6,0,0,556929.3218828095,1607750.0586195372,80586.00638339693,145973.73546567612,226559.74184907303,287505.9219273926,0.14469700771178653,0.2621045969929956,0.4068016047047821,0.1788250110059109
2018,7,0,0,487008.8939028316,725283.3461235238,83728.14552849632,159324.16122272104,243052.30675121734,193595.21336676748,0.17192323708404764,0.3271483605687693,0.49907159765281683,0.26692356084210445
2018,8,0,0,2669663.366103783,13886419.939577037,479901.26133225823,459599.64853325975,939500.909865518,1082455.1188536491,0.17976096440677689,0.17215640532387366,0.3519173697306505,0.07795062539975435
2018,9,0,0,15812.17193243531,23437.15227246712,3078.7633537722295,5597.39040928293,8676.15376305516,6813.021666239265,0.19470844150491437,0.3539925086319782,0.5487009501368926,0.2906932372600099
2018,10,0,0,191589.92019450883,230861.49036011452,34530.16839054873,84449.84880340112,118980.01719394985,62432.18615024848,0.1802295671687346,0.44078440409424813,0.6210139712629827,0.27043135714346395
2018,11,0,0,1877737.746814906,3660860.489440721,364662.67615879874,584549.407857887,949212.0840166857,725812.4079071847,0.19420319838452105,0.31130513771128215,0.5055083360958033,0.19826278821623955
2018,12,0,0,201199.71576146316,321086.1944916723,32660.803067256114,74436.64193673937,107097.44500399548,72778.69649674837,0.16233026445215193,0.3699639517631794,0.5322942162153314,0.22666404767719142
2018,13,0,0,499846.0820015678,1317317.5760361669,87742.15716777286,147784.58053374494,235526.73770151782,190580.9011430025,0.17553835135892423,0.295660175912475,0.47119852727139927,0.1446734672108938
2018,14,0,0,22703.49616462743,28026.482659338908,3984.0385831083136,9007.595197025621,12991.633780133934,8842.42948125276,0.17548128068995547,0.3967492553441906,0.5722305360341461,0.31550264757558905
2018,15,0,0,106061.52452549,246353.19174522697,22057.168903912632,33807.277812469656,55864.446716382285,48453.653082835226,0.20796579157799666,0.31875157333180404,0.5267173649098007,0.19668368304700076
2018,16,0,0,884286.927396078,2568301.823732645,176070.4483571834,253464.38546676654,429534.8338239499,363165.0606492709,0.19911008848185796,0.28663138356362716,0.48574147204548507,0.14140279670146574
2018,17,0,0,882686.0038079722,2635267.8754621344,188332.71289254498,210737.65116693624,399070.3640594812,418779.8467571541,0.21336320286043264,0.2387458850121091,0.4521090878725417,0.15891357787819377
2018,18,0,0,82684.22581960159,192939.4638249115,14172.37758981942,31801.384082555727,45973.76167237515,31076.532526333092,0.1714036437946503,0.38461246709788643,0.5560161108925368,0.1610688239215508
2018,19,0,0,30811.066855248417,53931.2761422279,6101.185372968184,9174.799438049202,15275.984811017386,13523.129521827823,0.19801928318911477,0.29777610366926804,0.49579538685838287,0.25074744172870195
2018,20,0,0,134579.29277665023,141887.7389719051,22289.954855625176,66254.48565881781,88544.44051444298,43799.46856979212,0.16562692815318855,0.4923081723187142,0.6579351004719027,0.3086910037974794
2018,21,0,0,218905.6481583698,1027681.2662215461,44789.386267669826,36892.07671107023,81681.46297874005,129161.37335745248,0.20460589593954392,0.16852957893704157,0.3731354748765855,0.1256823273935287
2018,22,0,0,550712.5137024685,2658842.0464548254,93470.06250792512,122140.05071694382,215610.11322486895,240050.01302654351,0.16972569204850838,0.22178550092459312,0.3915111929731015,0.09028366816547635
2018,23,0,0,472261.3465615683,367396.0845691954,70504.93714516552,212431.96245466656,282936.8995998321,170857.7937146321,0.14929220368869178,0.4498186523232046,0.5991108560118964,0.46505066572763853
2018,24,0,0,655895.1671134883,1939169.5128826043,124577.08029133832,181361.11298324176,305938.19327458006,249321.60150940224,0.1899344385164268,0.27650929916344574,0.46644373767987246,0.12857132904218466
2018,25,0,0,923234.6017236235,5036891.74065635,188219.67258047816,168322.67913422573,356542.3517147039,438789.51341317635,0.20386982055165973,0.1823184256958929,0.38618824624755266,0.08711513687526633
2018,26,0,0,719712.132780688,1665818.7861658223,143448.55697596524,224857.57934843109,368306.13632439636,351168.81019355793,0.1993137956723555,0.3124271067651295,0.511740902437485,0.21080853038152805
2018,27,0,0,40423.96658468237,49940.475454504565,7590.285271865875,15494.469729116523,23084.755000982397,15310.768146910941,0.18776695888973002,0.3832990930431789,0.5710660519329089,0.3065803440509682
2018,28,0,0,150037.55427521566,67454.3058801184,14252.566397010343,100045.79897476676,114298.36537177711,34280.16009119157,0.09499332660986123,0.6668050506292016,0.7617983772390629,0.5081982483388857
2018,29,0,0,21136.96000737252,31284.58135238941,4503.672968918943,6928.270120177065,11431.943089096008,9854.392163850496,0.21307098879631098,0.327779875524224,0.540850864320535,0.3149919780882045
2018,30,0,0,479886.51734427555,1136355.5340770031,45749.233453362496,193932.78010861343,239682.0135619759,145730.1988315888,0.0953334419698679,0.40412216867823364,0.4994556106481015,0.12824348934944654
2018,31,0,0,21179.398428419252,13746.900206419581,2119.524951140287,12696.988560465665,14816.513511605952,5003.938442352241,0.10007484198872406,0.5994971294098894,0.6995719713986135,0.3640048568924274
2018,32,0,0,774043.6429513708,842733.8291992791,175748.71540239325,284573.65382783324,460322.3692302265,334386.6071992619,0.22705272112600328,0.3676454892682473,0.5946982103942506,0.3967879247436623
2018,33,0,0,165936.1819858596,410339.6193877846,51410.93689752859,33070.98492782079,84481.92182534939,105734.63331487145,0.30982354952526037,0.1992994206088155,0.5091229701340759,0.25767590629592285
2018,34,0,0,324493.3388093378,535567.2811471514,64304.28387407668,108553.44744732912,172857.7313214058,128808.02043504703,0.19816827091128633,0.33453212890484557,0.5327003998161318,0.2405076354910038
2018,35,0,0,105274.67579278904,217843.3864202246,18653.224829852094,37459.30023365293,56112.525063505025,41319.8956765254,0.1771862481587407,0.35582441790068914,0.5330106660594298,0.18967707193468994
2018,36,0,0,101077.73882966799,226487.0103044046,23878.814836782592,29755.063598489283,53633.87843527188,48436.068131837936,0.2362420757850765,0.2943780098665571,0.5306200856516337,0.2138580401001301
2018,37,0,0,510345.50255206856,1544620.3482803826,186407.53708409812,50551.637839931915,236959.17492403003,414339.3118517396,0.3652575287759682,0.09905375395127408,0.46431128272724226,0.2682467004354962
2018,38,0,0,101703.39023118975,98495.09090408242,14335.330877424647,52111.008930880096,66446.33980830474,27750.868659370644,0.14095234037762075,0.5123822206164669,0.6533345609940876,0.2817487491472575
2018,39,0,0,45926.7304090196,49166.10574778325,8818.735099980579,19104.899478817864,27923.634578798443,18026.168034983915,0.19201748135435867,0.41598649215111194,0.6080039735054706,0.3666381089333409
2018,40,0,0,253749.01903188418,511381.9520290395,53251.59934320871,72624.29865503738,125875.89799824609,117788.12939272268,0.20985933087101913,0.2862052390670009,0.49606456993802006,0.23033298090667448
2018,41,0,0,242892.98515669844,719147.9581018708,44954.6555922683,68407.4881204693,113362.1437127376,93865.14937527104,0.18508009016096752,0.28163632669892597,0.4667164168598935,0.13052272250486538
2018,42,0,0,404186.7098399787,595974.8608826587,76882.54605043937,163101.64759137738,239984.19364181673,183562.88464634,0.1902154231663824,0.4035304566445315,0.5937458798109139,0.3080044087337463
2018,43,0,0,2528704.000000001,20611861.0,659350.1094878304,317048.2900033642,976398.3994911946,1477115.7642107157,0.2607462595415795,0.1253797557971847,0.3861260153387642,0.07166338663989223
2018,44,0,0,39907.470610986085,260993.07948547436,1379.404008409832,9902.088213049152,11281.492221458984,4206.402528056501,0.03456505730107829,0.24812617942073273,0.282691236721811,0.016116912127896517
2018,45,0,0,245671.03960396044,352396.7220670584,46546.657743085845,86107.61543542484,132654.2731785107,116346.42914464317,0.1894674187813201,0.35049965830012597,0.5399670770814461,0.3301575237765786
2018,46,0,0,80470.09851394093,331147.7958099203,16364.403689787494,19138.876152087967,35503.27984187546,38145.85624035153,0.20336005537451238,0.23783835866402325,0.4411984140385356,0.11519284356718881
2018,47,0,0,328569.78729874914,491956.77893055615,44972.14400798589,119669.01139883185,164641.15540681774,119917.0303737924,0.13687242633509503,0.36421185399503536,0.5010842803301304,0.24375521490825863
2018,48,0,0,259514.05494175188,232260.42461335842,23069.659168367256,132272.99837177506,155342.6575401423,60244.89126396617,0.0888956059568537,0.5096949311722783,0.5985905371291319,0.25938509052609904
2018,49,0,0,65238.632875857955,165073.03359550488,23815.924687886094,7339.203342152788,31155.128030038883,51849.807609467265,0.36505861079592544,0.11249781024869875,0.4775564210446242,0.31410222784491915
2018,50,0,0,7661.989585432227,12420.271589180702,1265.0216225837976,1882.4761555261339,3147.4977781099315,5212.557233441021,0.16510354242571518,0.2456902524515687,0.4107937948772839,0.41968142129691266
2018,51,0,0,20265.39072160814,83310.77974092583,2795.998712655494,4707.949331176677,7503.948043832172,7583.276770521461,0.1379691490317153,0.2323147575021481,0.37028390653386345,0.09102395625276125
2018,52,0,0,25493.837372707185,275333.411805262,3623.580997649052,2600.9239775738824,6224.504975222934,9887.772740949644,0.14213556573198868,0.10202167447566529,0.24415724020765397,0.03591199729854463
2018,53,0,0,2674.261784438272,4890.530718094857,392.49435557504273,618.4505165917367,1010.9448721667794,1159.3820555698705,0.14676736505715204,0.23126027533674756,0.37802764039389963,0.2370667157411326
2018,54,0,0,6393.172198461096,16761.700591253713,1676.211198511797,873.1107016307274,2549.321900142524,4183.859386484788,0.26218771315361705,0.13656924520833247,0.39875695836194947,0.2496082878767047
2018,55,0,0,7045.7374103995535,13566.913132542619,2210.00361447161,1046.8663786240131,3256.869993095623,5074.969038715615,0.313665339160899,0.14858152066224206,0.46224685982314107,0.3740695461919346
2018,56,0,0,754.0684580779503,2362.511171884786,170.01254694687302,150.75363099324275,320.76617794011577,484.72090156032766,0.2254603612253177,0.19992035123375881,0.42538071245907655,0.20517189816022013
2018,57,0,0,2613.81264850964,7466.860289386841,563.7638460389296,609.597753921907,1173.3615999608367,1249.2480982752832,0.21568640214530296,0.23322167113602854,0.44890807328133153,0.1673056746556414
2018,58,0,0,15135.150381101826,23609.526177062402,1592.031960860888,5087.554043960781,6679.586004821669,3654.379158949645,0.10518772002746293,0.33614162501571465,0.4413293450431776,0.15478409568846072
2018,59,0,0,3716.691886090048,5299.7603114550775,665.9586662753327,1075.011176805945,1740.9698430812778,1555.1200989234806,0.1791804881022623,0.28923871274593455,0.4684192008481969,0.2934321568396579
2018,60,0,0,2479.6131262890594,29543.22208822456,377.8260716786641,637.4954163023517,1015.3214879810158,1126.2103445432972,0.15237299225146111,0.25709470947043056,0.4094677017218916,0.038120768993311197
2018,61,0,0,462169.2704233906,357553.60302265105,62830.84284149834,220935.28414916212,283766.12699066044,168649.2036888898,0.13594768597215337,0.4780397535880405,0.6139874395601939,0.4716753020055733
2018,62,0,0,141818.2692626363,351493.839391711,22926.156026349658,34449.741539116556,57375.89756546621,61241.92058913968,0.16165869281546663,0.2429146944059678,0.40457338722143443,0.17423326876830575
2018,63,0,0,75766.59951265885,483031.50353803195,14643.74753084121,10930.861816645196,25574.609347486406,40100.03089254251,0.19327444579843625,0.14427019144258812,0.33754463724102435,0.08301742349893168
2018,64,0,0,49979.02358155431,316808.87776161317,11533.668225786967,6207.075197205928,17740.743422992895,34646.226985435045,0.23077017915259315,0.12419360668536078,0.35496378583795396,0.10936002560984114
2018,65,0,0,22304.17499999998,102525.95676002372,3669.074318965563,3218.4356851729444,6887.510004138508,9503.712099837914,0.16450168271032514,0.14429745485645387,0.308799137566779,0.09269566849381056
2018,66,0,0,4860.153028189024,11601.645202898811,987.981244754694,1178.9595704119938,2166.9408151666876,2311.6369428497496,0.2032819211708716,0.2425766356684646,0.4458585568393362,0.19925078748936048
2018,67,0,0,8096.533812440934,16115.802881131884,1750.6029547481485,2078.8641565206813,3829.4671112688297,4170.017766315755,0.21621634582174107,0.25675976963455027,0.47297611545629137,0.2587533365277099
2018,68,0,0,47449.18227688888,246246.3640601302,9710.223509723746,7601.968995671697,17312.192505395444,24348.011120693904,0.20464469657369236,0.16021285575187658,0.36485755232556893,0.09887663200074065
2018,69,0,0,75583.3467872061,141703.0173372613,32411.021262212118,5701.958973960487,38112.9802361726,55771.913265062816,0.42881167135216475,0.07543935557674525,0.50425102692891,0.39358310297883403
2018,70,0,0,301126.13044610654,831112.1255091381,115945.68726167938,13050.24033456774,128995.92759624713,266713.3876353582,0.3850402722935748,0.04333811986105065,0.4283783921546255,0.3209114383597399
2018,71,0,0,250954.39074200153,410697.9224236351,65506.64301260061,35735.654814764,101242.29782736461,142578.51296778803,0.2610300733090021,0.14239900210195056,0.40342907541095263,0.34716151502884457
2018,72,0,0,60024.645937885,200891.94657643235,6702.971654197937,10224.857988368589,16927.829642566525,21293.45099166508,0.11167032390552273,0.17034432821060747,0.2820146521161302,0.10599454758911236
2018,73,0,0,3073404.514530573,6037388.115703106,538912.4680313532,992383.0567608011,1531295.5247921543,1365122.4420722069,0.17534706722901586,0.32289373301463253,0.49824080024364836,0.22611142697974895
2019,1,0,0,327004.58930096985,1279294.6071420668,74180.64464748093,39656.52975190917,113837.1743993901,237102.78788752804,0.22684894057925972,0.12127208928988432,0.34812102986914406,0.18533869099723138
